,SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,BETWEEN_days,KWH_DAYS,NB_FACTURES
35354,0439KO,2018-01-01,2018-01-31,2076.0,"258,52",30,69.2,35.0
35355,0439KO,2018-02-01,2018-02-28,1875.0,"234,31",27,69.44444444444444,35.0
35356,0439KO,2018-03-01,2018-03-31,2076.0,"258,52",30,69.2,35.0
35357,0439KO,2018-04-01,2018-04-30,2025.0,"252,38",29,69.82758620689656,35.0
35358,0439KO,2018-05-01,2018-05-31,2135.0,"265,63",30,71.16666666666667,35.0
35359,0439KO,2018-06-01,2018-06-30,2076.0,"258,52",29,71.58620689655173,35.0
35360,0439KO,2018-07-01,2018-07-31,2160.0,"268,80",30,72.0,35.0
35361,0439KO,2018-08-01,2018-08-31,2191.0,"272,53",30,73.03333333333333,35.0
35362,0439KO,2018-09-01,2018-09-30,2064.0,"258,85",29,71.17241379310344,35.0
35363,0439KO,2018-10-01,2018-10-31,2108.0,"264,19",30,70.26666666666667,35.0
35364,0439KO,2018-11-01,2018-11-30,2026.0,"254,24",29,69.86206896551724,35.0
35365,0439KO,2018-12-01,2018-12-31,2084.0,"261,27",30,69.46666666666667,35.0
35366,0439KO,2019-01-01,2019-01-31,2090.0,"287,77",30,69.66666666666667,35.0
35367,0439KO,2019-02-01,2019-02-28,1882.0,"259,97",27,69.70370370370371,35.0
35368,0439KO,2019-03-01,2019-03-31,2087.0,"287,36",30,69.56666666666666,35.0
35369,0439KO,2019-04-01,2019-04-30,2029.0,"279,61",29,69.96551724137932,35.0
35370,0439KO,2019-05-01,2019-05-31,2112.0,"290,70",30,70.4,35.0
35371,0439KO,2019-06-01,2019-06-30,2131.0,"293,24",29,73.48275862068965,35.0
35372,0439KO,2019-07-01,2019-07-31,2431.0,"333,33",30,81.03333333333333,35.0
35373,0439KO,2019-08-01,2019-08-31,2586.0,"354,04",30,86.2,35.0
35374,0439KO,2019-09-01,2019-09-30,2526.0,"346,02",29,87.10344827586206,35.0
35375,0439KO,2019-10-01,2019-10-31,2671.0,"365,40",30,89.03333333333333,35.0
35376,0439KO,2019-11-01,2019-11-30,2568.0,"351,63",29,88.55172413793103,35.0
35377,0439KO,2019-12-01,2019-12-31,2598.0,"355,64",30,86.6,35.0
35378,0439KO,2020-01-01,2020-01-31,2611.0,"355,42",30,87.03333333333333,35.0
35379,0439KO,2020-02-01,2020-02-29,2598.0,"353,70",28,92.78571428571429,35.0
35380,0439KO,2020-03-01,2020-03-31,2686.0,"365,36",30,89.53333333333333,35.0
35381,0439KO,2020-04-01,2020-04-30,2586.0,"352,11",29,89.17241379310344,35.0
35382,0439KO,2020-05-01,2020-05-31,2672.0,"363,50",30,89.06666666666666,35.0
35383,0439KO,2020-06-01,2020-06-30,2669.0,"363,10",29,92.03448275862068,35.0
35384,0439KO,2020-07-01,2020-07-31,2793.0,"379,53",30,93.1,35.0
35385,0439KO,2020-08-01,2020-08-31,2855.0,"387,74",30,95.16666666666667,35.0
35386,0439KO,2020-09-01,2020-09-30,2724.0,"370,39",29,93.93103448275862,35.0
35387,0439KO,2020-10-01,2020-10-31,2755.0,"374,50",30,91.83333333333333,35.0
35388,0439KO,2020-11-01,2020-11-30,2626.0,"347,88",29,90.55172413793103,35.0
35389,0436KO,2018-01-01,2018-01-31,2240.0,"278,28",30,74.66666666666667,35.0
35390,0436KO,2018-02-01,2018-02-28,2035.0,"253,58",27,75.37037037037037,35.0
35391,0436KO,2018-03-01,2018-03-31,2252.0,"279,73",30,75.06666666666666,35.0
35392,0436KO,2018-04-01,2018-04-30,2216.0,"275,39",29,76.41379310344827,35.0
35393,0436KO,2018-05-01,2018-05-31,2312.0,"286,96",30,77.06666666666666,35.0
35394,0436KO,2018-06-01,2018-06-30,2251.0,"279,61",29,77.62068965517241,35.0
35395,0436KO,2018-07-01,2018-07-31,2336.0,"290,01",30,77.86666666666666,35.0
35396,0436KO,2018-08-01,2018-08-31,2364.0,"293,39",30,78.8,35.0
35397,0436KO,2018-09-01,2018-09-30,2252.0,"281,66",29,77.65517241379311,35.0
35398,0436KO,2018-10-01,2018-10-31,2299.0,"287,36",30,76.63333333333334,35.0
35399,0436KO,2018-11-01,2018-11-30,2208.0,"276,32",29,76.13793103448276,35.0
35400,0436KO,2018-12-01,2018-12-31,2267.0,"283,48",30,75.56666666666666,35.0
35401,0436KO,2019-01-01,2019-01-31,2263.0,"310,88",30,75.43333333333334,35.0
35402,0436KO,2019-02-01,2019-02-28,2057.0,"283,36",27,76.18518518518519,35.0
35403,0436KO,2019-03-01,2019-03-31,2282.0,"313,42",30,76.06666666666666,35.0
35404,0436KO,2019-04-01,2019-04-30,2218.0,"304,87",29,76.48275862068965,35.0
35405,0436KO,2019-05-01,2019-05-31,2317.0,"318,10",30,77.23333333333333,35.0
35406,0436KO,2019-06-01,2019-06-30,2341.0,"321,30",29,80.72413793103448,35.0
35407,0436KO,2019-07-01,2019-07-31,2368.0,"324,91",30,78.93333333333334,35.0
35408,0436KO,2019-08-01,2019-08-31,2379.0,"326,38",30,79.3,35.0
35409,0436KO,2019-09-01,2019-09-30,2256.0,"309,95",29,77.79310344827586,35.0
35410,0436KO,2019-10-01,2019-10-31,2317.0,"318,10",30,77.23333333333333,35.0
35411,0436KO,2019-11-01,2019-11-30,2226.0,"305,94",29,76.75862068965517,35.0
35412,0436KO,2019-12-01,2019-12-31,2283.0,"313,55",30,76.1,35.0
35413,0436KO,2020-01-01,2020-01-31,2276.0,"311,04",30,75.86666666666666,35.0
35414,0436KO,2020-02-01,2020-02-29,2147.0,"293,95",28,76.67857142857143,35.0
35415,0436KO,2020-03-01,2020-03-31,2301.0,"314,35",30,76.7,35.0
35416,0436KO,2020-04-01,2020-04-30,2440.0,"332,77",29,84.13793103448276,35.0
35417,0436KO,2020-05-01,2020-05-31,2606.0,"354,76",30,86.86666666666666,35.0
35418,0436KO,2020-06-01,2020-06-30,2694.0,"366,41",29,92.89655172413794,35.0
35419,0436KO,2020-07-01,2020-07-31,2863.0,"388,80",30,95.43333333333334,35.0
35420,0436KO,2020-08-01,2020-08-31,2911.0,"395,16",30,97.03333333333333,35.0
35421,0436KO,2020-09-01,2020-09-30,2791.0,"379,26",29,96.24137931034483,35.0
35422,0436KO,2020-10-01,2020-10-31,2861.0,"388,54",30,95.36666666666666,35.0
35423,0436KO,2020-11-01,2020-11-30,2737.0,"362,58",29,94.37931034482759,35.0
35424,0437KO,2018-01-01,2018-01-31,2088.0,"258,77",30,69.6,35.0
35425,0437KO,2018-02-01,2018-02-28,1899.0,"236,00",27,70.33333333333333,35.0
35426,0437KO,2018-03-01,2018-03-31,2100.0,"260,22",30,70.0,35.0
35427,0437KO,2018-04-01,2018-04-30,2050.0,"254,19",29,70.6896551724138,35.0
35428,0437KO,2018-05-01,2018-05-31,2142.0,"265,28",30,71.4,35.0
35429,0437KO,2018-06-01,2018-06-30,2078.0,"257,57",29,71.65517241379311,35.0
35430,0437KO,2018-07-01,2018-07-31,2170.0,"268,80",30,72.33333333333333,35.0
35431,0437KO,2018-08-01,2018-08-31,2208.0,"273,38",30,73.6,35.0
35432,0437KO,2018-09-01,2018-09-30,2062.0,"257,40",29,71.10344827586206,35.0
35433,0437KO,2018-10-01,2018-10-31,2108.0,"262,99",30,70.26666666666667,35.0
35434,0437KO,2018-11-01,2018-11-30,2027.0,"253,16",29,69.89655172413794,35.0
35435,0437KO,2018-12-01,2018-12-31,2084.0,"260,07",30,69.46666666666667,35.0
35436,0437KO,2019-01-01,2019-01-31,2098.0,"287,61",30,69.93333333333334,35.0
35437,0437KO,2019-02-01,2019-02-28,1891.0,"259,96",27,70.03703703703704,35.0
35438,0437KO,2019-03-01,2019-03-31,2095.0,"287,21",30,69.83333333333333,35.0
35439,0437KO,2019-04-01,2019-04-30,2039.0,"279,73",29,70.3103448275862,35.0
35440,0437KO,2019-05-01,2019-05-31,2108.0,"288,95",30,70.26666666666667,35.0
35441,0437KO,2019-06-01,2019-06-30,2152.0,"294,83",29,74.20689655172414,35.0
35442,0437KO,2019-07-01,2019-07-31,2163.0,"296,30",30,72.1,35.0
35443,0437KO,2019-08-01,2019-08-31,2186.0,"299,37",30,72.86666666666666,35.0
35444,0437KO,2019-09-01,2019-09-30,2055.0,"281,87",29,70.86206896551724,35.0
35445,0437KO,2019-10-01,2019-10-31,2109.0,"289,08",30,70.3,35.0
35446,0437KO,2019-11-01,2019-11-30,2027.0,"278,13",29,69.89655172413794,35.0
35447,0437KO,2019-12-01,2019-12-31,2090.0,"286,55",30,69.66666666666667,35.0
35448,0437KO,2020-01-01,2020-01-31,2093.0,"285,44",30,69.76666666666667,35.0
35449,0437KO,2020-02-01,2020-02-29,1951.0,"266,63",28,69.67857142857143,35.0
35450,0437KO,2020-03-01,2020-03-31,2122.0,"289,28",30,70.73333333333333,35.0
35451,0437KO,2020-04-01,2020-04-30,2429.0,"329,95",29,83.75862068965517,35.0
35452,0437KO,2020-05-01,2020-05-31,2522.0,"342,27",30,84.06666666666666,35.0
35453,0437KO,2020-06-01,2020-06-30,2586.0,"350,75",29,89.17241379310344,35.0
35454,0437KO,2020-07-01,2020-07-31,2739.0,"371,02",30,91.3,35.0
35455,0437KO,2020-08-01,2020-08-31,2785.0,"377,11",30,92.83333333333333,35.0
35456,0437KO,2020-09-01,2020-09-30,2668.0,"361,61",29,92.0,35.0
35457,0437KO,2020-10-01,2020-10-31,2733.0,"370,22",30,91.1,35.0
35458,0437KO,2020-11-01,2020-11-30,2619.0,"346,95",29,90.3103448275862,35.0
35459,0444KO,2018-01-01,2018-01-31,1193.0,"150,34",30,39.766666666666666,35.0
35460,0444KO,2018-02-01,2018-02-28,1077.0,"136,36",27,39.888888888888886,35.0
35461,0444KO,2018-03-01,2018-03-31,1193.0,"150,34",30,39.766666666666666,35.0
35462,0444KO,2018-04-01,2018-04-30,1175.0,"148,17",29,40.51724137931034,35.0
35463,0444KO,2018-05-01,2018-05-31,1236.0,"155,52",30,41.2,35.0
35464,0444KO,2018-06-01,2018-06-30,1208.0,"152,14",29,41.6551724137931,35.0
35465,0444KO,2018-07-01,2018-07-31,1269.0,"159,58",30,42.3,35.0
35466,0444KO,2018-08-01,2018-08-31,1303.0,"163,68",30,43.43333333333333,35.0
35467,0444KO,2018-09-01,2018-09-30,1206.0,"152,94",29,41.58620689655172,35.0
35468,0444KO,2018-10-01,2018-10-31,1216.0,"154,15",30,40.53333333333333,35.0
35469,0444KO,2018-11-01,2018-11-30,1162.0,"147,60",29,40.06896551724138,35.0
35470,0444KO,2018-12-01,2018-12-31,1203.0,"152,57",30,40.1,35.0
35471,0444KO,2019-01-01,2019-01-31,1200.0,"167,03",30,40.0,35.0
35472,0444KO,2019-02-01,2019-02-28,1089.0,"152,20",27,40.333333333333336,35.0
35473,0444KO,2019-03-01,2019-03-31,1205.0,"167,70",30,40.166666666666664,35.0
35474,0444KO,2019-04-01,2019-04-30,1175.0,"163,69",29,40.51724137931034,35.0
35475,0444KO,2019-05-01,2019-05-31,1221.0,"169,83",30,40.7,35.0
35476,0444KO,2019-06-01,2019-06-30,1298.0,"180,12",29,44.758620689655174,35.0
35477,0444KO,2019-07-01,2019-07-31,1245.0,"173,04",30,41.5,35.0
35478,0444KO,2019-08-01,2019-08-31,1296.0,"179,86",30,43.2,35.0
35479,0444KO,2019-09-01,2019-09-30,1189.0,"165,56",29,41.0,35.0
35480,0444KO,2019-10-01,2019-10-31,1217.0,"169,30",30,40.56666666666667,35.0
35481,0444KO,2019-11-01,2019-11-30,1170.0,"163,02",29,40.3448275862069,35.0
35482,0444KO,2019-12-01,2019-12-31,1212.0,"168,63",30,40.4,35.0
35483,0444KO,2020-01-01,2020-01-31,1208.0,"167,52",30,40.266666666666666,35.0
35484,0444KO,2020-02-01,2020-02-29,1135.0,"157,85",28,40.535714285714285,35.0
35485,0444KO,2020-03-01,2020-03-31,1232.0,"170,70",30,41.06666666666667,35.0
35486,0444KO,2020-04-01,2020-04-30,1207.0,"167,39",29,41.62068965517241,35.0
35487,0444KO,2020-05-01,2020-05-31,1248.0,"172,82",30,41.6,35.0
35488,0444KO,2020-06-01,2020-06-30,1225.0,"169,77",29,42.241379310344826,35.0
35489,0444KO,2020-07-01,2020-07-31,1290.0,"178,38",30,43.0,35.0
35490,0444KO,2020-08-01,2020-08-31,1361.0,"187,79",30,45.36666666666667,35.0
35491,0444KO,2020-09-01,2020-09-30,1300.0,"179,71",29,44.827586206896555,35.0
35492,0444KO,2020-10-01,2020-10-31,1367.0,"188,58",30,45.56666666666667,35.0
35493,0444KO,2020-11-01,2020-11-30,1294.0,"171,42",29,44.62068965517241,35.0
35494,0474BB,2018-01-01,2018-01-31,2251.0,"293,16",30,75.03333333333333,35.0
35495,0474BB,2018-02-01,2018-02-28,2017.0,"263,45",27,74.70370370370371,35.0
35496,0474BB,2018-03-01,2018-03-31,2228.0,"289,75",30,74.26666666666667,35.0
35497,0474BB,2018-04-01,2018-04-30,2169.0,"282,10",29,74.79310344827586,35.0
35498,0474BB,2018-05-01,2018-05-31,2253.0,"292,76",30,75.1,35.0
35499,0474BB,2018-06-01,2018-06-30,2198.0,"286,07",29,75.79310344827586,35.0
35500,0474BB,2018-07-01,2018-07-31,2277.0,"296,28",30,75.9,35.0
35501,0474BB,2018-08-01,2018-08-31,2599.0,"337,20",30,86.63333333333334,35.0
35502,0474BB,2018-09-01,2018-09-30,2657.0,"345,83",29,91.62068965517241,35.0
35503,0474BB,2018-10-01,2018-10-31,2759.0,"359,05",30,91.96666666666667,35.0
35504,0474BB,2018-11-01,2018-11-30,2651.0,"345,23",29,91.41379310344827,35.0
35505,0474BB,2018-12-01,2018-12-31,2739.0,"356,55",30,91.3,35.0
35506,0474BB,2019-01-01,2019-01-31,2732.0,"339,42",30,91.06666666666666,35.0
35507,0474BB,2019-02-01,2019-02-28,2449.0,"305,09",27,90.70370370370371,35.0
35508,0474BB,2019-03-01,2019-03-31,2702.0,"335,29",30,90.06666666666666,35.0
35509,0474BB,2019-04-01,2019-04-30,2615.0,"324,78",29,90.17241379310344,35.0
35510,0474BB,2019-05-01,2019-05-31,2561.0,"317,83",30,85.36666666666666,35.0
35511,0474BB,2019-06-01,2019-06-30,2377.0,"296,01",29,81.96551724137932,35.0
35512,0474BB,2019-07-01,2019-07-31,2436.0,"302,84",30,81.2,35.0
35513,0474BB,2019-08-01,2019-08-31,2452.0,"304,91",30,81.73333333333333,35.0
35514,0474BB,2019-09-01,2019-09-30,2353.0,"293,14",29,81.13793103448276,35.0
35515,0474BB,2019-10-01,2019-10-31,2428.0,"302,04",30,80.93333333333334,35.0
35516,0474BB,2019-11-01,2019-11-30,2361.0,"294,61",29,81.41379310344827,35.0
35517,0474BB,2019-12-01,2019-12-31,2436.0,"303,51",30,81.2,35.0
35518,0474BB,2020-01-01,2020-01-31,2461.0,"363,59",30,82.03333333333333,35.0
35519,0474BB,2020-02-01,2020-02-29,2332.0,"344,60",28,83.28571428571429,35.0
35520,0474BB,2020-03-01,2020-03-31,2518.0,"372,99",30,83.93333333333334,35.0
35521,0474BB,2020-04-01,2020-04-30,2487.0,"367,98",29,85.75862068965517,35.0
35522,0474BB,2020-05-01,2020-05-31,2592.0,"383,27",30,86.4,35.0
35523,0474BB,2020-06-01,2020-06-30,2529.0,"374,14",29,87.20689655172414,35.0
35524,0474BB,2020-07-01,2020-07-31,2652.0,"390,30",30,88.4,35.0
35525,0474BB,2020-08-01,2020-08-31,2699.0,"395,76",30,89.96666666666667,35.0
35526,0474BB,2020-09-01,2020-09-30,2596.0,"381,21",29,89.51724137931035,35.0
35527,0474BB,2020-10-01,2020-10-31,2691.0,"395,02",30,89.7,35.0
35528,0474BB,2020-11-01,2020-11-30,2607.0,"361,18",29,89.89655172413794,35.0
35529,0475BB,2018-01-01,2018-01-31,2448.0,"318,24",30,81.6,35.0
35530,0475BB,2018-02-01,2018-02-28,1870.0,"233,75",27,69.25925925925925,35.0
35531,0475BB,2018-03-01,2018-03-31,2139.0,"278,07",30,71.3,35.0
35532,0475BB,2018-04-01,2018-04-30,2518.0,"327,34",29,86.82758620689656,35.0
35533,0475BB,2018-05-01,2018-05-31,2392.0,"310,96",30,79.73333333333333,35.0
35534,0475BB,2018-06-01,2018-06-30,2484.0,"322,92",29,85.65517241379311,35.0
35535,0475BB,2018-07-01,2018-07-31,2267.0,"294,71",30,75.56666666666666,35.0
35536,0475BB,2018-08-01,2018-08-31,2323.0,"301,99",30,77.43333333333334,35.0
35537,0475BB,2018-09-01,2018-09-30,3211.0,"417,43",29,110.72413793103448,35.0
35538,0475BB,2018-10-01,2018-10-31,2804.0,"448,64",30,93.46666666666667,35.0
35539,0475BB,2018-11-01,2018-11-30,2349.0,"375,84",29,81.0,35.0
35540,0475BB,2018-12-01,2018-12-31,3043.0,"486,88",30,101.43333333333334,35.0
35541,0475BB,2019-01-01,2019-01-31,3144.0,"503,04",30,104.8,35.0
35542,0475BB,2019-02-01,2019-02-28,2580.0,"412,80",27,95.55555555555556,35.0
35543,0475BB,2019-03-01,2019-03-31,2940.0,"470,40",30,98.0,35.0
35544,0475BB,2019-04-01,2019-04-30,2684.0,"348,92",29,92.55172413793103,35.0
35545,0475BB,2019-05-01,2019-05-31,2771.0,"410,11",30,92.36666666666666,35.0
35546,0475BB,2019-06-01,2019-06-30,2275.0,"425,43",29,78.44827586206897,35.0
35547,0475BB,2019-07-01,2019-07-31,2916.0,"437,40",30,97.2,35.0
35548,0475BB,2019-08-01,2019-08-31,2431.0,"350,06",30,81.03333333333333,35.0
35549,0475BB,2019-09-01,2019-09-30,2562.0,"359,04",29,88.34482758620689,35.0
35550,0475BB,2019-10-01,2019-10-31,2397.0,"337,98",30,79.9,35.0
35551,0475BB,2019-11-01,2019-11-30,2788.0,"291,01",29,96.13793103448276,35.0
35552,0475BB,2019-12-01,2019-12-31,4608.0,"603,65",30,153.6,35.0
35553,0475BB,2020-01-01,2020-01-31,1550.0,"230,95",30,51.666666666666664,35.0
35554,0475BB,2020-02-01,2020-02-29,1744.0,"263,34",28,62.285714285714285,35.0
35555,0475BB,2020-03-01,2020-03-31,2115.0,"344,75",30,70.5,35.0
35556,0475BB,2020-04-01,2020-04-30,2881.0,"547,39",29,99.34482758620689,35.0
35557,0475BB,2020-05-01,2020-05-31,2830.0,"514,69",30,94.33333333333333,35.0
35558,0475BB,2020-06-01,2020-06-30,2527.0,"504,62",29,87.13793103448276,35.0
35559,0475BB,2020-07-01,2020-07-31,3049.0,"455,52",30,101.63333333333334,35.0
35560,0475BB,2020-08-01,2020-08-31,3241.0,"544,49",30,108.03333333333333,35.0
35561,0475BB,2020-09-01,2020-09-30,2782.0,"542,49",29,95.93103448275862,35.0
35562,0475BB,2020-10-01,2020-10-31,2966.0,"480,79",30,98.86666666666666,35.0
35563,0475BB,2020-11-01,2020-11-30,2408.0,"370,50",29,83.03448275862068,35.0
35564,0476BB,2018-01-01,2018-01-31,2002.0,"260,04",30,66.73333333333333,35.0
35565,0476BB,2018-02-01,2018-02-28,1817.0,"236,78",27,67.29629629629629,35.0
35566,0476BB,2018-03-01,2018-03-31,2008.0,"261,21",30,66.93333333333334,35.0
35567,0476BB,2018-04-01,2018-04-30,1980.0,"257,97",29,68.27586206896552,35.0
35568,0476BB,2018-05-01,2018-05-31,2085.0,"271,92",30,69.5,35.0
35569,0476BB,2018-06-01,2018-06-30,2014.0,"262,54",29,69.44827586206897,35.0
35570,0476BB,2018-07-01,2018-07-31,2094.0,"272,97",30,69.8,35.0
35571,0476BB,2018-08-01,2018-08-31,2113.0,"275,52",30,70.43333333333334,35.0
35572,0476BB,2018-09-01,2018-09-30,2003.0,"262,98",29,69.06896551724138,35.0
35573,0476BB,2018-10-01,2018-10-31,2044.0,"267,83",30,68.13333333333334,35.0
35574,0476BB,2018-11-01,2018-11-30,1962.0,"257,33",29,67.65517241379311,35.0
35575,0476BB,2018-12-01,2018-12-31,2008.0,"262,85",30,66.93333333333334,35.0
35576,0476BB,2019-01-01,2019-01-31,2007.0,"251,01",30,66.9,35.0
35577,0476BB,2019-02-01,2019-02-28,1817.0,"228,27",27,67.29629629629629,35.0
35578,0476BB,2019-03-01,2019-03-31,2015.0,"252,08",30,67.16666666666667,35.0
35579,0476BB,2019-04-01,2019-04-30,1966.0,"246,19",29,67.79310344827586,35.0
35580,0476BB,2019-05-01,2019-05-31,2039.0,"254,88",30,67.96666666666667,35.0
35581,0476BB,2019-06-01,2019-06-30,2053.0,"257,47",29,70.79310344827586,35.0
35582,0476BB,2019-07-01,2019-07-31,2100.0,"262,93",30,70.0,35.0
35583,0476BB,2019-08-01,2019-08-31,2108.0,"263,94",30,70.26666666666667,35.0
35584,0476BB,2019-09-01,2019-09-30,1990.0,"249,33",29,68.62068965517241,35.0
35585,0476BB,2019-10-01,2019-10-31,2033.0,"254,16",30,67.76666666666667,35.0
35586,0476BB,2019-11-01,2019-11-30,1947.0,"243,70",29,67.13793103448276,35.0
35587,0476BB,2019-12-01,2019-12-31,1996.0,"249,44",30,66.53333333333333,35.0
35588,0476BB,2020-01-01,2020-01-31,1996.0,"313,57",30,66.53333333333333,35.0
35589,0476BB,2020-02-01,2020-02-29,1875.0,"295,03",28,66.96428571428571,35.0
35590,0476BB,2020-03-01,2020-03-31,2010.0,"315,66",30,67.0,35.0
35591,0476BB,2020-04-01,2020-04-30,1959.0,"306,80",29,67.55172413793103,35.0
35592,0476BB,2020-05-01,2020-05-31,2034.0,"317,82",30,67.8,35.0
35593,0476BB,2020-06-01,2020-06-30,2015.0,"314,21",29,69.48275862068965,35.0
35594,0476BB,2020-07-01,2020-07-31,2087.0,"324,65",30,69.56666666666666,35.0
35595,0476BB,2020-08-01,2020-08-31,2100.0,"325,92",30,70.0,35.0
35596,0476BB,2020-09-01,2020-09-30,1987.0,"310,27",29,68.51724137931035,35.0
35597,0476BB,2020-10-01,2020-10-31,2019.0,"315,46",30,67.3,35.0
35598,0476BB,2020-11-01,2020-11-30,1923.0,"265,78",29,66.3103448275862,35.0
35599,0438KO,2018-01-01,2018-01-31,2079.0,"258,89",30,69.3,35.0
35600,0438KO,2018-02-01,2018-02-28,1899.0,"237,20",27,70.33333333333333,35.0
35601,0438KO,2018-03-01,2018-03-31,2098.0,"261,18",30,69.93333333333334,35.0
35602,0438KO,2018-04-01,2018-04-30,2174.0,"270,33",29,74.96551724137932,35.0
35603,0438KO,2018-05-01,2018-05-31,2346.0,"291,06",30,78.2,35.0
35604,0438KO,2018-06-01,2018-06-30,2275.0,"282,50",29,78.44827586206897,35.0
35605,0438KO,2018-07-01,2018-07-31,2360.0,"292,91",30,78.66666666666667,35.0
35606,0438KO,2018-08-01,2018-08-31,2391.0,"296,64",30,79.7,35.0
35607,0438KO,2018-09-01,2018-09-30,2201.0,"275,47",29,75.89655172413794,35.0
35608,0438KO,2018-10-01,2018-10-31,2208.0,"276,32",30,73.6,35.0
35609,0438KO,2018-11-01,2018-11-30,2042.0,"256,18",29,70.41379310344827,35.0
35610,0438KO,2018-12-01,2018-12-31,2067.0,"259,21",30,68.9,35.0
35611,0438KO,2019-01-01,2019-01-31,2089.0,"287,63",30,69.63333333333334,35.0
35612,0438KO,2019-02-01,2019-02-28,1869.0,"258,24",27,69.22222222222223,35.0
35613,0438KO,2019-03-01,2019-03-31,2096.0,"288,57",30,69.86666666666666,35.0
35614,0438KO,2019-04-01,2019-04-30,2199.0,"302,33",29,75.82758620689656,35.0
35615,0438KO,2019-05-01,2019-05-31,2300.0,"315,82",30,76.66666666666667,35.0
35616,0438KO,2019-06-01,2019-06-30,2273.0,"312,22",29,78.37931034482759,35.0
35617,0438KO,2019-07-01,2019-07-31,2216.0,"304,60",30,73.86666666666666,35.0
35618,0438KO,2019-08-01,2019-08-31,2216.0,"304,60",30,73.86666666666666,35.0
35619,0438KO,2019-09-01,2019-09-30,2252.0,"309,41",29,77.65517241379311,35.0
35620,0438KO,2019-10-01,2019-10-31,2421.0,"331,99",30,80.7,35.0
35621,0438KO,2019-11-01,2019-11-30,2472.0,"338,81",29,85.24137931034483,35.0
35622,0438KO,2019-12-01,2019-12-31,2552.0,"349,50",30,85.06666666666666,35.0
35623,0438KO,2020-01-01,2020-01-31,2553.0,"347,74",30,85.1,35.0
35624,0438KO,2020-02-01,2020-02-29,2396.0,"326,94",28,85.57142857142857,35.0
35625,0438KO,2020-03-01,2020-03-31,2526.0,"344,16",30,84.2,35.0
35626,0438KO,2020-04-01,2020-04-30,2525.0,"344,03",29,87.06896551724138,35.0
35627,0438KO,2020-05-01,2020-05-31,2615.0,"355,95",30,87.16666666666667,35.0
35628,0438KO,2020-06-01,2020-06-30,2558.0,"348,40",29,88.20689655172414,35.0
35629,0438KO,2020-07-01,2020-07-31,2701.0,"367,34",30,90.03333333333333,35.0
35630,0438KO,2020-08-01,2020-08-31,2762.0,"375,42",30,92.06666666666666,35.0
35631,0438KO,2020-09-01,2020-09-30,2618.0,"356,35",29,90.27586206896552,35.0
35632,0438KO,2020-10-01,2020-10-31,2679.0,"364,43",30,89.3,35.0
35633,0438KO,2020-11-01,2020-11-30,2576.0,"341,25",29,88.82758620689656,35.0
35634,0441KO,2018-01-01,2018-01-31,2353.0,"291,90",30,78.43333333333334,35.0
35635,0441KO,2018-02-01,2018-02-28,2187.0,"271,90",27,81.0,35.0
35636,0441KO,2018-03-01,2018-03-31,2375.0,"294,55",30,79.16666666666667,35.0
35637,0441KO,2018-04-01,2018-04-30,2260.0,"280,69",29,77.93103448275862,35.0
35638,0441KO,2018-05-01,2018-05-31,2391.0,"296,48",30,79.7,35.0
35639,0441KO,2018-06-01,2018-06-30,2336.0,"289,85",29,80.55172413793103,35.0
35640,0441KO,2018-07-01,2018-07-31,2428.0,"301,11",30,80.93333333333334,35.0
35641,0441KO,2018-08-01,2018-08-31,2433.0,"301,71",30,81.1,35.0
35642,0441KO,2018-09-01,2018-09-30,2285.0,"285,66",29,78.79310344827586,35.0
35643,0441KO,2018-10-01,2018-10-31,2314.0,"289,18",30,77.13333333333334,35.0
35644,0441KO,2018-11-01,2018-11-30,2149.0,"269,16",29,74.10344827586206,35.0
35645,0441KO,2018-12-01,2018-12-31,2247.0,"281,05",30,74.9,35.0
35646,0441KO,2019-01-01,2019-01-31,2295.0,"315,16",30,76.5,35.0
35647,0441KO,2019-02-01,2019-02-28,1996.0,"275,21",27,73.92592592592592,35.0
35648,0441KO,2019-03-01,2019-03-31,2182.0,"300,06",30,72.73333333333333,35.0
35649,0441KO,2019-04-01,2019-04-30,2134.0,"293,64",29,73.58620689655173,35.0
35650,0441KO,2019-05-01,2019-05-31,2222.0,"305,40",30,74.06666666666666,35.0
35651,0441KO,2019-06-01,2019-06-30,2278.0,"312,88",29,78.55172413793103,35.0
35652,0441KO,2019-07-01,2019-07-31,2312.0,"317,43",30,77.06666666666666,35.0
35653,0441KO,2019-08-01,2019-08-31,2185.0,"300,46",30,72.83333333333333,35.0
35654,0441KO,2019-09-01,2019-09-30,2341.0,"321,30",29,80.72413793103448,35.0
35655,0441KO,2019-10-01,2019-10-31,2495.0,"341,88",30,83.16666666666667,35.0
35656,0441KO,2019-11-01,2019-11-30,2475.0,"339,21",29,85.34482758620689,35.0
35657,0441KO,2019-12-01,2019-12-31,2524.0,"345,75",30,84.13333333333334,35.0
35658,0441KO,2020-01-01,2020-01-31,2527.0,"344,29",30,84.23333333333333,35.0
35659,0441KO,2020-02-01,2020-02-29,2374.0,"324,02",28,84.78571428571429,35.0
35660,0441KO,2020-03-01,2020-03-31,2554.0,"347,87",30,85.13333333333334,35.0
35661,0441KO,2020-04-01,2020-04-30,2526.0,"344,16",29,87.10344827586206,35.0
35662,0441KO,2020-05-01,2020-05-31,2620.0,"356,61",30,87.33333333333333,35.0
